,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2021-01-04,36.4307836691381,36.4307836691381,34.93721497209962,35.36064910888672,324400,0.0,0.0
1,2021-01-05,36.076648999429175,36.35765411349753,35.58392528966689,35.59932327270508,443000,0.0,0.0
2,2021-01-06,36.26911145178587,38.709633960846745,35.98425617002598,38.363189697265625,843700,0.0,0.0
3,2021-01-07,39.364038375552795,40.257100717725145,38.91750573603433,39.88755798339844,544700,0.0,0.0
4,2021-01-08,40.010738504170135,40.395679215776575,38.81741994869852,39.50261688232422,412000,0.0,0.0
5,2021-01-11,39.30244128897703,40.526552720524,39.30244128897703,40.28789138793945,416500,0.0,0.0
6,2021-01-12,40.64973716751013,41.46581250546649,40.17241152377105,40.73442459106445,558200,0.0,0.0
7,2021-01-13,40.57274774973781,41.01157988447648,40.13391561499913,40.84220504760742,268200,0.0,0.0
8,2021-01-14,41.22715332862123,42.56674841755193,41.053931167585674,41.950843811035156,400000,0.0,0.0
9,2021-01-15,41.32723409276248,42.55904316713183,41.07317181918753,42.48975372314453,420500,0.0,0.0
10,2021-01-19,42.62833697061861,43.08256716390745,41.96623842410964,42.3665771484375,503100,0.0,0.0
11,2021-01-20,42.37427574431629,43.11336123201765,41.346484712650536,42.38197326660156,458400,0.0,0.0
12,2021-01-21,42.474357009556336,42.797708736763724,41.48121219860017,41.76606750488281,283800,0.0,0.0
13,2021-01-22,41.288736355198004,42.00472622366522,41.12705904464488,41.94313430786133,270500,0.0,0.0
14,2021-01-25,41.604390527541675,42.197199543242135,40.82680868820995,41.04237747192383,450500,0.0,0.0
15,2021-01-26,41.334933955339466,41.48891083257126,39.4795197800148,39.61040115356445,404700,0.0,0.0
16,2021-01-27,38.8174195458276,39.09457732520605,37.539416514032695,38.0090446472168,688200,0.0,0.0
17,2021-01-28,38.44017571400888,39.89525098325386,38.21690941955747,39.41022491455078,480400,0.0,0.0
18,2021-01-29,39.34094792440674,39.3640463690871,37.71650024266093,38.27081298828125,341000,0.0,0.0
19,2021-02-01,38.33239848956909,39.48722067629498,38.20921757379291,39.456424713134766,348200,0.0,0.0
20,2021-02-02,39.987642331959535,40.62664535915675,39.7874744427938,40.0030403137207,393000,0.0,0.0
21,2021-02-03,39.85675489039065,40.69592561722167,39.67198208785344,40.40336990356445,300300,0.0,0.0
22,2021-02-04,40.495758873092306,41.042376877618054,39.837510654396226,40.05692672729492,229400,0.0,0.0
23,2021-02-05,40.33408552832558,40.903799048808686,39.59500009921055,39.81056594848633,377600,0.0,0.0
24,2021-02-08,39.802868785391404,40.78831603308924,39.648891918722505,40.603546142578125,412500,0.0,0.0
25,2021-02-09,40.63434175754568,41.2887427484015,40.04153269203072,40.7883186340332,285500,0.0,0.0
26,2021-02-10,40.98078907899909,42.266492622897545,40.98078907899909,42.18950271606445,419200,0.0,0.0
27,2021-02-11,42.043224550324204,43.3982145487383,40.27711757079505,41.56589889526367,780600,0.0,0.0
28,2021-02-12,41.13476412229658,42.38967164752668,40.38028069014985,42.07402038574219,443100,0.0,0.0
29,2021-02-16,41.68137870772925,42.83620081276142,41.68137870772925,42.197200775146484,619500,0.0,0.0
30,2021-02-17,42.151009593897705,42.609089998687445,41.273345206498455,42.443565368652344,346500,0.0,0.0
31,2021-02-18,42.34348298744095,43.0902689908344,41.66598643731973,41.77376937866211,571100,0.0,0.0
32,2021-02-19,41.95264700904396,43.072630614059555,41.95264700904396,42.582637786865234,430800,0.55,0.0
33,2021-02-22,42.388197537662876,43.344848245324314,41.8982046986866,42.411529541015625,659000,0.0,0.0
34,2021-02-23,38.973807617329186,41.80487196000349,38.639368404294096,41.21377182006836,1156700,0.0,0.0
35,2021-02-24,41.21377685187858,41.835988382233836,40.67711699630955,41.314884185791016,745500,0.0,0.0
36,2021-02-25,41.40043483566893,41.72087307534392,39.354911845351246,39.40935516357422,405700,0.0,0.0
37,2021-02-26,39.58824711005776,40.68489584701535,38.857145974126986,40.16379165649414,612000,0.0,0.0
38,2021-03-01,41.01155793100169,42.66819860910625,40.89489493318171,42.38820266723633,1093600,0.0,0.0
39,2021-03-02,42.34931017248963,42.57486276293757,41.38488014567611,41.49376678466797,421400,0.0,0.0
40,2021-03-03,41.66488059868037,42.77708504726434,41.478218616323446,41.56377029418945,372400,0.0,0.0
41,2021-03-04,41.82043453308224,41.867101512480595,39.37047300303529,40.4826774597168,593900,0.0,0.0
42,2021-03-05,41.182661307396906,41.41599023646822,39.17602599011933,41.39265823364258,463400,0.0,0.0
43,2021-03-08,41.5948738415034,43.33706883062262,41.49765321183452,42.59041213989258,444100,0.0,0.0
44,2021-03-09,43.01041237391269,43.89706417375446,42.40375650390276,43.11152267456055,545500,0.0,0.0
45,2021-03-10,43.30595851536091,43.80372767603018,42.96374295913536,43.37595748901367,342500,0.0,0.0
46,2021-03-11,43.72595532740299,44.60482776337239,43.477070730162644,44.441497802734375,360600,0.0,0.0
47,2021-03-12,44.48816064878795,45.14148339764967,43.928168873495565,44.06039047241211,362400,0.0,0.0
48,2021-03-15,44.107056474555456,44.107056474555456,42.76152325744657,43.66373062133789,358600,0.0,0.0
49,2021-03-16,43.83483650277773,44.27038301017793,43.32151171410031,43.97483444213867,375200,0.0,0.0
50,2021-03-17,44.091503537115855,45.07926559448242,43.65595696922655,45.07926559448242,431300,0.0,0.0
51,2021-03-18,45.07925961437276,46.37812873387399,44.26260694097708,44.30149459838867,594300,0.0,0.0
52,2021-03-19,44.45705314441898,44.573719096580355,43.04929724066327,44.005950927734375,896900,0.0,0.0
53,2021-03-22,43.97484084352747,44.48038639420007,42.8315251612941,43.43040466308594,395100,0.0,0.0
54,2021-03-23,43.17374144313658,43.60929098789109,42.6059732492418,42.76930618286133,404200,0.0,0.0
55,2021-03-24,43.127071307165124,43.71817142177495,42.411525940071,42.450416564941406,312200,0.0,0.0
56,2021-03-25,42.31819896851743,42.95985576934741,41.30710493199602,42.72263717651367,370100,0.0,0.0
57,2021-03-26,43.16596267090143,43.624844194548906,42.504863528482794,43.53151321411133,323100,0.0,0.0
58,2021-03-29,43.24373592458684,43.609286450308154,42.69541310294309,42.808189392089844,245200,0.0,0.0
59,2021-03-30,42.87819812665987,43.74151801001272,42.792643476318396,43.01819610595703,417500,0.0,0.0
60,2021-03-31,43.09596086075154,43.65595264044046,42.10819890132832,42.683746337890625,468100,0.0,0.0
61,2021-04-01,43.002637883208166,43.70262477105051,42.90152757819785,43.67151641845703,536700,0.0,0.0
62,2021-04-05,44.107062164626164,45.06760262615902,43.37596397149873,44.90038299560547,527300,0.0,0.0
63,2021-04-06,44.83037440612663,45.413698159780814,44.145940371096394,44.34038162231445,324700,0.0,0.0
64,2021-04-07,44.45705353790355,44.55816383287576,43.62095545184923,43.87372970581055,428300,0.0,0.0
65,2021-04-08,44.01372184178241,44.05494447896505,42.53596714248026,42.74596405029297,406000,0.0,0.0
66,2021-04-09,42.388195331370774,42.73819019813671,41.143772435023244,42.14708709716797,415900,0.0,0.0
67,2021-04-12,42.14708785948165,42.71485600164306,41.69598566399843,42.27153015136719,217700,0.0,0.0
68,2021-04-13,42.36487331103027,42.47453730724473,40.73156453693667,40.9493408203125,475700,0.0,0.0
69,2021-04-14,40.87155754264284,42.38042381415524,40.78989255891746,41.1904411315918,413300,0.0,0.0
70,2021-04-15,41.22155182530413,41.657101365518415,40.179346434062296,40.55267333984375,502800,0.0,0.0
71,2021-04-16,40.87155613232728,42.263756397942075,40.87155613232728,42.17042541503906,460000,0.0,0.0
72,2021-04-19,42.07709653513824,42.94041639009474,41.299331327709154,42.878196716308594,474400,0.0,0.0
73,2021-04-20,42.753753424740175,42.87041642302514,41.26044271779497,41.8748779296875,405600,0.0,0.0
74,2021-04-21,41.88265200060234,42.92485741679309,41.415994098939024,42.9093017578125,221600,0.0,0.0
75,2021-04-22,42.87818722781443,43.71039557824945,42.27930779458712,43.049293518066406,365000,0.0,0.0
76,2021-04-23,43.22041220686567,44.581501315690325,43.04930291233586,44.28594970703125,298200,0.0,0.0
77,2021-04-26,44.43372929075542,44.52706028944016,43.850405356832624,43.92818069458008,382600,0.0,0.0
78,2021-04-27,44.29372612499263,44.565942742186664,43.849622886539535,44.39483642578125,476700,0.0,0.0
79,2021-04-28,44.17705599561289,44.457051899408235,43.54317852286499,44.13816833496094,281000,0.0,0.0
80,2021-04-29,44.87705186441223,45.03260549513455,42.64486660940394,43.67151641845703,507700,0.0,0.0
81,2021-04-30,43.25151966106361,43.8892868348362,42.2015349479464,42.21709060668945,834400,0.0,0.0
82,2021-05-03,42.79263843527173,42.98707972061906,41.671100057025996,42.4193115234375,441300,0.0,0.0
83,2021-05-04,42.42707824707031,42.90151535042711,41.52487100635404,42.42707824707031,497800,0.0,0.0
84,2021-05-05,42.60597308044001,43.50040417109164,42.341532816268625,43.228187561035156,372800,0.0,0.0
85,2021-05-06,43.422621786692076,43.49261778909661,42.48152387287774,43.3681755065918,382100,0.0,0.0
86,2021-05-07,43.29483625509065,43.97131957755865,42.699858633047775,43.751258850097656,418400,2.55,0.0
87,2021-05-10,43.93056323400001,44.297327961833446,42.95251670515439,42.976966857910156,351600,0.0,0.0
88,2021-05-11,42.25972961166479,42.70800311092972,41.61992474622412,41.74625778198242,488500,0.0,0.0
89,2021-05-12,41.69735560569229,42.71207732864656,41.44876869750834,41.77885818481445,592800,0.0,0.0
90,2021-05-13,41.98261472514935,43.1970229652045,41.98261472514935,42.74875259399414,565900,0.0,0.0
91,2021-05-14,43.09921916308904,43.498586124009584,42.716150229487646,43.36003112792969,370800,0.0,0.0
92,2021-05-17,43.0666166273424,43.27852518156057,42.300481873939646,43.23777389526367,308700,0.0,0.0
93,2021-05-18,43.41708220768773,43.58009045795097,42.27602756496876,42.2841796875,428600,0.0,0.0
94,2021-05-19,41.566951225265605,43.172577591043655,41.420244089858265,43.034019470214844,525600,0.0,0.0
95,2021-05-20,43.00956028900904,43.179088360598875,42.24342560535702,42.871002197265625,358000,0.0,0.0
96,2021-05-21,43.22148226175373,43.64530257249661,42.76913573341875,43.20518112182617,348200,0.0,0.0
97,2021-05-24,43.40078046653977,43.60291081841251,42.85470641126505,43.32742691040039,278600,0.0,0.0
98,2021-05-25,43.42523627524203,43.98761464864776,42.577598871641676,42.62649917602539,321900,0.0,0.0
99,2021-05-26,42.602043659840334,43.490435350735844,42.406433139562274,43.38447952270508,237800,0.0,0.0
100,2021-05-27,44.003913735440264,44.003913735440264,43.058469548891836,43.57194137573242,226200,0.0,0.0
101,2021-05-28,43.53933493358953,43.759395599365234,43.08291557564617,43.759395599365234,162000,0.0,0.0
102,2021-06-01,44.00391764025317,44.71300006580594,43.82460822562804,44.6070442199707,287700,0.0,0.0
103,2021-06-02,44.66409629148509,44.672248415243075,43.360036311388505,43.52304458618164,446000,0.0,0.0
104,2021-06-03,43.31113697679302,43.53934671752975,42.748761640352704,43.20518112182617,216600,0.0,0.0
105,2021-06-04,43.205171697394455,43.596392752068915,42.81395375184385,43.302978515625,208500,0.0,0.0
106,2021-06-07,43.42523425117111,43.84090547380281,43.198653731323496,43.57194137573242,432400,0.0,0.0
107,2021-06-08,43.49043802246353,44.395130904720105,42.75690241276254,44.32177734375,367000,0.0,0.0
108,2021-06-09,44.10985745509519,44.18239641207748,43.563783465615835,43.775691986083984,370100,0.0,0.0
109,2021-06-10,43.971315532719025,44.46848937764222,43.8327574093043,43.995765686035156,320000,0.0,0.0
110,2021-06-11,44.191376818842734,44.647796268719084,44.085420971211015,44.53369140625,213800,0.0,0.0
111,2021-06-14,44.63964063304379,44.66409078305384,43.71864663680457,43.906105041503906,234100,0.0,0.0
112,2021-06-15,43.92241109173335,44.85155420554979,43.46599165848975,44.68854904174805,406000,0.0,0.0
113,2021-06-16,44.61519334934265,44.85970419252329,44.183220980295324,44.59889221191406,392600,0.0,0.0
114,2021-06-17,45.29982440271688,45.56063637657257,43.36003262668172,43.81645202636719,403000,0.0,0.0
115,2021-06-18,43.13181861950678,43.62899240245887,42.87915877573525,43.10736846923828,678400,0.0,0.0
116,2021-06-21,43.68604767632754,44.175072477473385,43.425235692699395,43.80015563964844,563700,0.0,0.0
117,2021-06-22,43.65344187253664,44.20766803075517,43.00140890348641,44.085411071777344,396500,0.0,0.0
118,2021-06-23,44.09356912402815,44.876008225464815,44.09356912402815,44.615196228027344,291700,0.0,0.0
119,2021-06-24,44.965662454196064,45.21424938959822,44.526358716576325,45.177574157714844,317300,0.0,0.0
120,2021-06-25,45.446531311792285,46.44087896864467,45.43838229733206,45.780696868896484,1926300,0.0,0.0
121,2021-06-28,45.8540429560785,46.14419881317022,44.90044985444455,45.53617858886719,487800,0.0,0.0
122,2021-06-29,45.95185749634225,47.24695385022983,45.91925522008803,46.20451736450195,569900,0.0,0.0
123,2021-06-30,46.18006477846184,46.57943486872112,46.04965878944078,46.367523193359375,604600,0.0,0.0
124,2021-07-01,46.669087774457346,46.669087774457346,46.1474638036814,46.465328216552734,300400,0.0,0.0
125,2021-07-02,46.65279558329658,46.72614915768559,46.35938128574055,46.563140869140625,303700,0.0,0.0
126,2021-07-06,46.63649192896017,46.63649192896017,45.04716664230869,45.32427978515625,404200,0.0,0.0
127,2021-07-07,45.1775714770225,46.18006817430103,44.8923093266635,45.886653900146484,367400,0.0,0.0
128,2021-07-08,45.1368117597229,45.4546761276798,44.19136766900235,44.313621520996094,462700,0.0,0.0
129,2021-07-09,44.83525488328481,44.83525488328481,43.90611173183575,44.59074401855469,298000,0.0,0.0
130,2021-07-12,44.6722505467735,45.61769485473633,44.32993284246185,45.61769485473633,447300,0.0,0.0
131,2021-07-13,45.64213232341487,46.33491344538873,45.60138104137938,46.12300491333008,396900,0.0,0.0
132,2021-07-14,46.12301590221228,46.359377747104624,44.566292928226154,44.6070442199707,329100,0.0,0.0
133,2021-07-15,44.06911716673414,44.88823146437492,43.72680260003299,44.574440002441406,224300,0.0,0.0
134,2021-07-16,45.03085973105817,45.03085973105817,43.93870843855533,43.94685745239258,303700,0.0,0.0
135,2021-07-19,43.131822320820525,43.49859015194127,42.626499480789796,43.11552429199219,462400,0.0,0.0
136,2021-07-20,43.197024146915815,45.4628293242306,42.862858612785764,44.73744583129883,583600,0.0,0.0
137,2021-07-21,45.05531355409643,46.677241042815524,44.92490755820375,46.20451736450195,640900,0.0,0.0
138,2021-07-22,46.35122028350414,49.45651685903921,46.35122028350414,47.370018005371094,1090400,0.0,0.0
139,2021-07-23,47.84273575067155,47.98129073140817,46.481620545082784,47.647125244140625,566300,0.0,0.0
140,2021-07-26,47.85904275203843,48.25840971768974,47.27221426963367,48.04650115966797,352900,0.0,0.0
141,2021-07-27,47.52487969375227,49.30981227500069,45.862200979942635,47.20701217651367,435700,0.0,0.0
142,2021-07-28,47.23146669598955,47.69603824471042,46.47348088299779,47.378173828125,258700,0.0,0.0
143,2021-07-29,47.91609666656611,48.698532594701256,47.508577565355225,48.50292205810547,300600,0.0,0.0
144,2021-07-30,48.46999752902886,49.00516948290759,48.083030083452506,48.782867431640625,371800,0.6,0.0
145,2021-08-02,49.09573448664765,49.88613964033624,48.65936242282281,48.80756378173828,270800,0.0,0.0
146,2021-08-03,48.92281992725298,49.35919189403139,47.860714612285605,48.03361511230469,299200,0.0,0.0
147,2021-08-04,47.547856076619304,48.53586410377218,47.4490562161413,48.420597076416016,235600,0.0,0.0
148,2021-08-05,48.782859271319765,49.30156397084122,48.54409009240459,49.00516128540039,350300,0.0,0.0
149,2021-08-06,49.49093734616068,49.630903552163105,48.642898674804805,49.43330383300781,270800,0.0,0.0
150,2021-08-09,49.4003676327747,49.810391588674484,49.2356991125073,49.39213562011719,272500,0.0,0.0
