,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2021-01-04,333.19546801641644,333.79272109984777,322.7004441347117,331.34674072265625,4203800,0.0,0.0
1,2021-01-05,330.5787723658775,333.11007428591364,326.5874511431693,326.89080810546875,3160500,0.0,0.0
2,2021-01-06,319.6003127244917,340.8178882046817,317.7041937923207,340.60931396484375,6561400,0.0,0.0
3,2021-01-07,339.91726298377733,347.4164171393421,339.32947071994334,346.0701599121094,3366700,0.0,0.0
4,2021-01-08,347.9377695555531,348.40230936278044,340.1257700370027,344.5152893066406,2947800,0.0,0.0
5,2021-01-11,343.7853177379422,345.368589770955,340.533480724649,342.012451171875,2695100,0.0,0.0
6,2021-01-12,339.348414766884,341.3772470222346,336.77918166066496,338.8080139160156,2372500,0.0,0.0
7,2021-01-13,337.5470583714612,338.27705365374845,332.98689522206513,336.5989990234375,1974500,0.0,0.0
8,2021-01-14,338.31504634789485,340.17323491066566,332.21903056278506,332.32330322265625,2919900,0.0,0.0
9,2021-01-15,330.9864906409699,334.71235711150797,327.7820452635691,333.0532531738281,3777000,0.0,0.0
10,2021-01-19,337.70816023247806,338.4192046339552,333.29969072981385,333.89697265625,3361300,0.0,0.0
11,2021-01-20,333.60311625312784,333.79271075656476,327.8673400402706,332.61712646484375,3036800,0.0,0.0
12,2021-01-21,332.58863441016996,342.1450870257553,332.5222633246175,336.5610046386719,3749800,0.0,0.0
13,2021-01-22,334.9588474857008,336.20080292276106,329.488555437981,329.4980163574219,2585100,0.0,0.0
14,2021-01-25,329.118814678085,332.1905468058787,326.70127478287844,329.7445373535156,2506300,0.0,0.0
15,2021-01-26,332.30426653410035,333.2523258113698,324.7766735579832,325.2886047363281,2467500,0.0,0.0
16,2021-01-27,319.5339635327262,320.44409249908534,311.92104734455893,315.6943054199219,4770900,0.0,0.0
17,2021-01-28,319.15472320528266,328.57840681381225,317.1353520989991,320.5862731933594,2769900,0.0,0.0
18,2021-01-29,319.050387515975,321.41104585867845,313.4568435649356,316.25360107421875,3899200,0.0,0.0
19,2021-02-01,317.62838615407657,320.586327286189,315.4573217089439,316.6518859863281,3020200,0.0,0.0
