,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
0,2021-01-04,307.8380131792112,308.0138818750512,298.1371805864701,302.171875,45305900,0.0,0.0,0.0
1,2021-01-05,301.1753740322103,304.93653072270894,301.1753740322103,304.6629638671875,29323400,0.0,0.0,0.0
2,2021-01-06,299.91520253444537,304.68258902564344,298.9187523337343,300.4427490234375,52809600,0.0,0.0,0.0
3,2021-01-07,303.11954196036595,308.551229210244,303.09023547501204,307.7110900878906,30394800,0.0,0.0,0.0
4,2021-01-08,310.01663138661456,312.0193407149399,307.8087766487142,311.6676330566406,33955800,0.0,0.0,0.0
5,2021-01-11,308.6879982586521,309.87006619710246,306.5094502381122,307.16400146484375,32746400,0.0,0.0,0.0
6,2021-01-12,307.2030538157956,308.2972022913034,304.0183066060089,306.675537109375,29266800,0.0,0.0,0.0
7,2021-01-13,306.93926952095364,309.54763578884473,306.3335823670106,308.74658203125,22898400,0.0,0.0,0.0
8,2021-01-14,309.1959276532939,310.202156493883,306.616838306558,307.0955505371094,23500100,0.0,0.0,0.0
9,2021-01-15,306.8805964937247,307.84773999776945,303.41250455799667,304.6629638671875,35118700,0.0,0.0,0.0
10,2021-01-19,306.99787618260314,309.61602116160003,305.89394905738624,309.1080322265625,24537000,0.0,0.0,0.0
11,2021-01-20,312.75201379763166,317.2458338828895,309.2057800085142,316.2982177734375,30728100,0.0,0.0,0.0
12,2021-01-21,317.64630142518166,319.5806184431564,316.25908836055004,318.828369140625,25130600,0.0,0.0,0.0
13,2021-01-22,317.78315154560937,318.9261342585033,317.2165197588375,317.91015625,21609400,0.0,0.0,0.0
14,2021-01-25,321.31961137680094,322.697075800821,313.9926919809358,320.5380554199219,39080600,0.0,0.0,0.0
15,2021-01-26,321.26093685421665,322.1499398148491,319.6685485738149,321.0069274902344,25498100,0.0,0.0,0.0
16,2021-01-27,318.73074703519774,318.7404959872287,310.03611286239965,312.058349609375,55264000,0.0,0.0,0.0
17,2021-01-28,313.2697914123873,318.887096508572,312.64454662172625,313.90478515625,42836300,0.0,0.0,0.0
18,2021-01-29,312.2048911334356,313.31859713556497,305.54230209183953,307.3007507324219,55259000,0.0,0.0,0.0
19,2021-02-01,310.76880665312916,316.0735185628612,308.72704217623647,314.9793701171875,35646000,0.0,0.0,0.0
20,2021-02-02,317.9687995011915,321.2805518301624,317.80270953040656,320.1180114746094,33930800,0.0,0.0,0.0
21,2021-02-03,322.2085771171007,322.57981242687435,318.789348462481,318.84796142578125,24824500,0.0,0.0,0.0
22,2021-02-04,320.2547605860195,322.706815937126,318.9261304022795,322.618896484375,22350900,0.0,0.0,0.0
23,2021-02-05,323.5762285488677,324.7289897901496,321.9252273586822,323.7129821777344,22732000,0.0,0.0,0.0
24,2021-02-08,325.4129321582965,326.0381471350054,323.7619305379549,325.8818359375,20462800,0.0,0.0,0.0
25,2021-02-09,324.94397067342805,327.08343342233564,324.9341919077632,325.8134460449219,17597500,0.0,0.0,0.0
26,2021-02-10,327.2592501716225,327.71840492714057,321.89595532721813,325.0709533691406,28068700,0.0,0.0,0.0
27,2021-02-11,326.61450349300844,327.2690547203056,324.4555130021327,326.8587341308594,22046100,0.0,0.0,0.0
28,2021-02-12,326.00881981722557,328.85166805024227,324.95375656812246,328.68560791015625,20346800,0.0,0.0,0.0
29,2021-02-16,329.48665727054623,330.3854391332157,326.6242813580211,327.7966003417969,27080800,0.0,0.0,0.0
30,2021-02-17,324.7973954740207,327.9137803530183,322.5504858519932,326.22369384765625,31360300,0.0,0.0,0.0
31,2021-02-18,322.60915777167287,326.1651404979291,320.7822874843804,324.7974548339844,32236200,0.0,0.0,0.0
32,2021-02-19,326.1553771202935,326.282381833172,322.3551635671287,323.38092041015625,39157700,0.0,0.0,0.0
33,2021-02-22,318.9652353357284,320.23522281602806,314.7937864823537,314.9989318847656,47256900,0.0,0.0,0.0
34,2021-02-23,309.6843818220877,315.7413122562324,303.82284778129105,314.0610046386719,97241900,0.0,0.0,0.0
35,2021-02-24,311.3842756311716,316.96252470649546,308.66843220810324,316.64990234375,58206300,0.0,0.0,0.0
36,2021-02-25,313.9731722335711,316.5522324234744,304.05738388209596,305.6106872558594,110182600,0.0,0.0,0.0
37,2021-02-26,308.5609403023665,311.7456869944843,303.70563487153026,306.8904113769531,104739800,0.0,0.0,0.0
38,2021-03-01,311.90197243826464,316.4642127037008,310.602678895243,316.1222839355469,49164500,0.0,0.0,0.0
39,2021-03-02,316.7671577993643,316.8452984906788,310.79817493425963,311.0521545410156,48370000,0.0,0.0,0.0
40,2021-03-03,309.9481558602546,310.8957717708353,301.96671663152375,302.02532958984375,86301100,0.0,0.0,0.0
41,2021-03-04,301.65411271038687,304.8388894354483,293.1841819568743,297.0821228027344,139131600,0.0,0.0,0.0
42,2021-03-05,299.7198686143889,302.4650189813335,290.585665336467,301.5564880371094,121523700,0.0,0.0,0.0
43,2021-03-08,301.00937742442943,302.90460959482937,292.598088409182,293.0181579589844,88409800,0.0,0.0,0.0
44,2021-03-09,300.37440931232095,306.48995466039946,299.83711377849295,304.5751647949219,80391100,0.0,0.0,0.0
45,2021-03-10,308.8638073352798,309.1666509116426,303.0120513627961,303.7056579589844,76798100,0.0,0.0,0.0
46,2021-03-11,308.48283660303696,312.4784464326776,307.58408451251125,310.7004699707031,53484800,0.0,0.0,0.0
47,2021-03-12,306.61700165353307,310.88617969411706,304.204030754054,308.1800842285156,69315600,0.0,0.0,0.0
48,2021-03-15,308.5023754477029,311.6382884350119,306.8513739797066,311.4721984863281,42955700,0.0,0.0,0.0
49,2021-03-16,313.68006378040644,316.7183084697972,311.7359974103528,313.18182373046875,54925900,0.0,0.0,0.0
50,2021-03-17,310.1240567957393,316.3763547775434,308.39488490558057,314.4713439941406,78258700,0.0,0.0,0.0
51,2021-03-18,309.55738915551973,310.54409029758534,304.37971247729473,304.8388671875,82718100,0.0,0.0,0.0
52,2021-03-19,304.6727417922832,307.4667549710537,302.51375193593884,305.9134521484375,78446200,0.0,0.0,0.0
53,2021-03-22,308.3246347035768,313.73383777378126,308.3246347035768,311.6503601074219,56194800,0.395,0.0,0.0
54,2021-03-23,312.74598433664664,314.0762628305101,309.4691541349845,310.2908020019531,53455400,0.0,0.0,0.0
55,2021-03-24,311.67002604755413,311.70916066779336,304.91096071047014,305.05767822265625,64803700,0.0,0.0,0.0
56,2021-03-25,303.19911018521157,306.055339722042,300.6754800599732,304.5293884277344,78729000,0.0,0.0,0.0
57,2021-03-26,304.31427323481046,309.42025167509746,302.90575525046125,309.09747314453125,63519600,0.0,0.0,0.0
58,2021-03-29,308.55942534425833,310.0657645953981,305.64450874296335,309.0093688964844,54608000,0.0,0.0,0.0
59,2021-03-30,307.0335624609329,308.03127135871176,304.7348886831911,307.45416259765625,44635700,0.0,0.0,0.0
60,2021-03-31,309.25390167312435,313.7338444257737,308.91154099540466,312.1590270996094,55032500,0.0,0.0,0.0
61,2021-04-01,316.01295965734096,317.61712044984637,315.7586294697278,317.4801940917969,55685600,0.0,0.0,0.0
62,2021-04-05,319.98427801989277,324.59138587529395,319.73973894273405,323.8186340332031,42172500,0.0,0.0,0.0
63,2021-04-06,323.505688985254,325.55979362110156,322.81117642265406,323.5937194824219,33537200,0.0,0.0,0.0
64,2021-04-07,323.1143297906939,325.2173895364716,322.1753081813296,324.37615966796875,32046400,0.0,0.0,0.0
65,2021-04-08,327.2519895561126,327.94647221374555,326.44989417633195,327.7606201171875,29940800,0.0,0.0,0.0
66,2021-04-09,326.39120769814053,329.9517111841761,325.6478291616978,329.74627685546875,36664900,0.0,0.0,0.0
67,2021-04-12,328.6997051404415,329.73654859984987,327.41832256606,329.3159484863281,25833000,0.0,0.0,0.0
68,2021-04-13,330.8515698416436,333.6295300884037,330.6363742664951,333.1600341796875,30374000,0.0,0.0,0.0
69,2021-04-14,333.4046190750397,333.5317841847825,328.3377760239768,329.159423828125,42564300,0.0,0.0,0.0
70,2021-04-15,332.05471032249403,334.5392356076969,328.87570244354305,334.14794921875,36342800,0.0,0.0,0.0
71,2021-04-16,334.6762330250618,334.7545022598543,332.65144195108206,334.539306640625,40860100,0.0,0.0,0.0
72,2021-04-19,332.95465626473623,334.1186348652016,329.54087028448794,331.4776306152344,34533100,0.0,0.0,0.0
73,2021-04-20,330.81255407430285,332.10369802156066,327.07598892381503,329.0616455078125,38081800,0.0,0.0,0.0
74,2021-04-21,327.77039367526925,332.0645141959774,326.6748633864308,331.878662109375,36598100,0.0,0.0,0.0
75,2021-04-22,331.48742056839626,332.4753381855913,326.71401279288875,327.8780212402344,45936100,0.0,0.0,0.0
76,2021-04-23,328.51380365615404,333.3263159990615,328.51380365615404,332.0058288574219,36381900,0.0,0.0,0.0
77,2021-04-26,332.2503938569055,334.4512457326248,331.49719433259787,334.1675720214844,30812000,0.0,0.0,0.0
78,2021-04-27,334.46102695059017,334.67622256309244,331.76133545397624,332.71990966796875,33187200,0.0,0.0,0.0
79,2021-04-28,332.387305472711,333.4045964305957,330.9396233346044,331.5950012207031,33615700,0.0,0.0,0.0
80,2021-04-29,334.89132939509335,335.3119293918111,329.54081385132605,332.7882995605469,37708900,0.0,0.0,0.0
81,2021-04-30,330.32344230623966,332.8275204089429,329.6876167383549,330.6070861816406,38263400,0.0,0.0,0.0
82,2021-05-03,331.82003965993556,332.57320941726755,328.39649191593423,328.846435546875,29729700,0.0,0.0,0.0
83,2021-05-04,326.27380558505837,326.596613873221,319.0843509741343,322.92852783203125,65147000,0.0,0.0,0.0
84,2021-05-05,324.9924688046501,325.86304234225133,321.0602907636545,321.8428039550781,46219300,0.0,0.0,0.0
85,2021-05-06,321.5786555406785,324.42509378584924,319.31911701065957,324.2685852050781,46814300,0.0,0.0,0.0
86,2021-05-07,327.06611115995696,329.2963062883587,324.44465948903854,326.89984130859375,53324500,0.0,0.0,0.0
87,2021-05-10,325.5109041651237,325.68696516293477,318.43882224338455,318.6442565917969,60700500,0.0,0.0,0.0
88,2021-05-11,312.7166277115886,319.0061664948352,312.05145864160653,318.2040710449219,71963600,0.0,0.0,0.0
89,2021-05-12,313.2349640825441,315.57274182886385,309.0973526972457,309.9679260253906,91164900,0.0,0.0,0.0
90,2021-05-13,312.93175773667446,315.3575661095972,309.9777067844147,312.3644104003906,69877800,0.0,0.0,0.0
91,2021-05-14,315.5532164166487,320.1798764360631,315.0445560552699,319.26043701171875,44370000,0.0,0.0,0.0
92,2021-05-17,317.5388955387284,319.24087800788146,314.4283655602893,317.3236999511719,39395000,0.0,0.0,0.0
93,2021-05-18,318.28231792257935,319.51477465926195,314.9076664806735,315.1815490722656,36528500,0.0,0.0,0.0
94,2021-05-19,309.7429969725751,315.8466831151967,309.3908451599822,315.54345703125,66319100,0.0,0.0,0.0
95,2021-05-20,317.0400775581083,322.50796876881134,316.81512066946283,321.6471862792969,46466100,0.0,0.0,0.0
96,2021-05-21,323.2122216295938,323.6328217297792,319.5050302568449,319.866943359375,50330400,0.0,0.0,0.0
97,2021-05-24,322.1753702153102,326.3814606657781,319.7593227018469,325.2467956542969,32475800,0.0,0.0,0.0
98,2021-05-25,326.77269424811084,327.4965203842576,324.51315550060616,325.69671630859375,31280300,0.0,0.0,0.0
99,2021-05-26,326.3715642722084,327.3007946462833,325.6770818072127,326.831298828125,25444900,0.0,0.0,0.0
100,2021-05-27,326.3814249290156,327.2324161317071,325.4032686314924,325.6086730957031,27931700,0.0,0.0,0.0
101,2021-05-28,326.8215637467912,328.23990225953924,326.3129332395994,326.6357116699219,29927400,0.0,0.0,0.0
102,2021-06-01,327.97579631878216,328.4551132057061,324.1903362039041,325.54998779296875,31145400,0.0,0.0,0.0
103,2021-06-02,325.9706869223388,327.03687403413187,324.45455613285566,326.1858825683594,22047900,0.0,0.0,0.0
104,2021-06-03,323.3295389425913,324.6109212517061,321.10913498464294,322.79156494140625,37057800,0.0,0.0,0.0
105,2021-06-04,324.60114033110165,328.7191695671062,324.53266223300017,328.26922607421875,38736500,0.0,0.0,0.0
106,2021-06-07,327.7312762558854,329.30612351692076,327.0367935990249,329.2474365234375,32611900,0.0,0.0,0.0
107,2021-06-08,331.0080915004627,331.8786649505227,327.7117094903397,329.4039306640625,27282800,0.0,0.0,0.0
108,2021-06-09,330.78311174405326,331.565624802598,329.29629514147456,329.4821472167969,21485300,0.0,0.0,0.0
109,2021-06-10,329.8245496245977,333.0231102162603,329.37460605152665,332.91552734375,33702100,0.0,0.0,0.0
110,2021-06-11,332.9252893913839,333.7958628933999,332.26994133682143,333.78607177734375,21222800,0.0,0.0,0.0
111,2021-06-14,334.21645050429026,336.9944109229316,333.02309857753227,336.9846496582031,27827700,0.0,0.0,0.0
112,2021-06-15,336.6324828333718,336.94550001189026,334.0599270022903,334.7837829589844,35963800,0.0,0.0,0.0
113,2021-06-16,335.253318192564,336.32929621305556,330.07889227973135,333.5611267089844,55399500,0.0,0.0,0.0
114,2021-06-17,332.5437539035625,338.8137385277342,332.49485803550505,337.79644775390625,59722700,0.0,0.0,0.0
115,2021-06-18,336.1238778043978,337.27809515541065,334.3925219269151,335.1457214355469,55414900,0.0,0.0,0.0
116,2021-06-21,335.33861321946875,337.5518204643864,333.10583091317295,337.2286376953125,32992600,0.397,0.0,0.0
117,2021-06-22,337.0230038917275,340.8226578911792,336.7194260615684,340.3721923828125,28941600,0.0,0.0,0.0
118,2021-06-23,340.313478450449,341.6942825637001,339.69652024180544,340.5386962890625,27188500,0.0,0.0,0.0
119,2021-06-24,342.48744437878673,344.1815986433762,341.9390438221395,342.6441345214844,32581600,0.0,0.0,0.0
120,2021-06-25,343.2121159284559,343.4569386770028,341.6158668262353,342.2230224609375,28682800,0.0,0.0,0.0
121,2021-06-28,343.51566405561385,346.5220943204652,343.45690899188793,346.3849792480469,39130300,0.0,0.0,0.0
122,2021-06-29,346.208732334076,347.6678663029451,345.3665564524864,347.63848876953125,29426000,0.0,0.0,0.0
123,2021-06-30,347.48182884965075,347.87356917668944,346.5025378032361,347.0901184082031,32724000,0.0,0.0,0.0
124,2021-07-01,346.7375274138788,347.7363933479426,345.3762987520369,347.2271728515625,29290000,0.0,0.0,0.0
125,2021-07-02,349.13685989615027,351.5361350981848,348.9018395903681,351.2129821777344,32727200,0.0,0.0,0.0
126,2021-07-06,351.8201014846822,353.0148377247642,349.1074462319177,352.7308349609375,38842400,0.0,0.0,0.0
127,2021-07-07,354.9440647975416,355.2476426422617,351.5067435346626,353.4751281738281,35265200,0.0,0.0,0.0
128,2021-07-08,348.3729897820612,352.2020213872243,347.0803483045894,351.3402404785156,50890000,0.0,0.0,0.0
129,2021-07-09,350.75269149248504,354.0137175668849,350.16511088040096,353.53387451171875,35184500,0.0,0.0,0.0
130,2021-07-12,354.94401986731623,355.3749102799091,353.3575434106308,354.9146423339844,25717700,0.0,0.0,0.0
131,2021-07-13,354.53270451508183,357.9014678032141,354.0528615087987,354.9146423339844,39723000,0.0,0.0,0.0
132,2021-07-14,357.2746790898988,357.9210146578541,354.7187442346807,355.5511474609375,35336400,0.0,0.0,0.0
133,2021-07-15,355.46306300768083,355.6687057526482,351.03664849778323,353.0539855957031,53391600,0.0,0.0,0.0
134,2021-07-16,353.9157209100207,354.9048142701875,349.8418672300855,350.1944274902344,47262000,0.0,0.0,0.0
135,2021-07-19,346.71791832041197,347.8245217780281,344.7495640066772,347.3251037597656,64404600,0.0,0.0,0.0
136,2021-07-20,348.26520906250704,352.818905528676,346.4730900747056,351.3597717285156,42183700,0.0,0.0,0.0
137,2021-07-21,350.9289027669983,354.0724182128906,350.7036550994061,354.0724182128906,30259900,0.0,0.0,0.0
138,2021-07-22,354.2781171540665,356.42276697319477,354.2781171540665,356.4129943847656,30252200,0.0,0.0,0.0
139,2021-07-23,357.74481616964135,360.8589545803639,356.38361713130064,360.5749816894531,31960800,0.0,0.0,0.0
140,2021-07-26,359.8796871432723,361.250718631244,359.0081335796721,360.8589782714844,28438100,0.0,0.0,0.0
141,2021-07-27,360.59448585842034,360.59448585842034,352.7014038258688,356.8829650878906,57933100,0.0,0.0,0.0
142,2021-07-28,358.02881050769776,359.8405049103673,355.71766811081153,358.2540283203125,42066200,0.0,0.0,0.0
143,2021-07-29,357.6860861482026,360.0657564276523,357.6860861482026,358.890625,25672500,0.0,0.0,0.0
144,2021-07-30,354.9341862262493,357.60766106703414,354.9048086954972,357.02008056640625,36484600,0.0,0.0,0.0
145,2021-08-02,358.694670537641,359.2822510562016,356.33457587657347,357.0494689941406,27334100,0.0,0.0,0.0
146,2021-08-03,357.71533984585665,359.33116367797703,354.5032672386754,359.2136535644531,35558500,0.0,0.0,0.0
147,2021-08-04,359.1745545177263,360.69247352108357,358.05817830205007,359.7327575683594,29602200,0.0,0.0,0.0
148,2021-08-05,360.55533202314115,362.24951611241215,359.8404687619201,362.0144958496094,21443900,0.0,0.0,0.0
149,2021-08-06,360.741389298302,361.7206802125458,359.3116329314704,360.4280090332031,33332100,0.0,0.0,0.0
150,2021-08-09,360.88835200581923,361.62282034423635,359.7817781465024,361.0940246582031,25960200,0.0,0.0,0.0
151,2021-08-10,361.6129696528607,361.9067449705397,358.04833640855986,359.2430725097656,35130800,0.0,0.0,0.0
152,2021-08-11,360.51621406859937,361.0156321716138,357.28453573878903,358.62615966796875,34249800,0.0,0.0,0.0
153,2021-08-12,358.11693137239973,360.2811561337223,356.75570252518537,359.9188232421875,25969200,0.0,0.0,0.0
154,2021-08-13,360.2714258513087,361.5151148196225,359.77197781482045,361.1821594238281,19336200,0.0,0.0,0.0
155,2021-08-16,360.05590691610126,361.37792575407445,356.16812075521204,361.3387756347656,34856900,0.0,0.0,0.0
156,2021-08-17,358.5673828838039,359.5466738543376,355.70786998577506,358.1560974121094,44793900,0.0,0.0,0.0
157,2021-08-18,357.6175413730382,359.0277230450776,354.3760899994795,354.70904541015625,38541900,0.0,0.0,0.0
158,2021-08-19,352.7602512725436,358.10717246268376,352.50562601591054,356.42279052734375,48499400,0.0,0.0,0.0
159,2021-08-20,357.49999527217994,360.51622850074847,357.18661495754577,360.1147155761719,39486000,0.0,0.0,0.0
160,2021-08-23,361.16257189183045,366.19614285559487,361.15279930232543,365.5008544921875,34034700,0.0,0.0,0.0
161,2021-08-24,366.0981339618693,367.2243126043224,365.6280635357582,366.6171569824219,21732900,0.0,0.0,0.0
162,2021-08-25,366.8717757987226,367.6160464890172,366.11770263547515,367.0382385253906,20441900,0.0,0.0,0.0
163,2021-08-26,366.1765171195589,366.8620029130091,364.2668876462242,364.70758056640625,29133300,0.0,0.0,0.0
164,2021-08-27,365.34409854462245,368.7618145525437,364.8544530473001,368.2525939941406,27104700,0.0,0.0,0.0
165,2021-08-30,369.04586757341286,372.87489947026256,369.0262626240725,372.38525390625,27295700,0.0,0.0,0.0
166,2021-08-31,372.63009622624133,372.69862389574513,370.52459628211545,372.0816955566406,29628200,0.0,0.0,0.0
167,2021-09-01,373.1490121764471,374.7844112403302,372.4928741250683,372.6985168457031,28138300,0.0,0.0,0.0
168,2021-09-02,374.05977182260716,374.3927271650829,371.298164123405,372.52227783203125,25453400,0.0,0.0,0.0
169,2021-09-03,371.3667205602369,374.06957318424145,371.34714549976894,373.6680603027344,24605400,0.0,0.0,0.0
170,2021-09-07,373.77575045665424,374.852976443707,372.61039187324087,374.19683837890625,23970200,0.0,0.0,0.0
171,2021-09-08,374.0206490219097,374.0206490219097,370.6127350626351,372.89447021484375,32949200,0.0,0.0,0.0
172,2021-09-09,373.119627552827,374.23600361492583,371.36668851059954,371.61151123046875,29399000,0.0,0.0,0.0
173,2021-09-10,373.33506158538006,374.0597272511502,368.4581823925104,368.7911376953125,40249400,0.0,0.0,0.0
174,2021-09-13,371.1415391090795,371.5724296009742,366.47033113608586,368.53662109375,48741800,0.0,0.0,0.0
175,2021-09-14,370.03490235655215,370.7693706451411,366.52905354201425,367.48876953125,41826600,0.0,0.0,0.0
176,2021-09-15,367.94901487910914,370.5735075629603,365.6378725993913,370.220947265625,34097900,0.0,0.0,0.0
177,2021-09-16,368.87933678220924,371.0533640570094,366.9403596760297,370.4755859375,35193100,0.0,0.0,0.0
178,2021-09-17,369.9957398756752,370.0446924723765,365.04052971166067,366.0883483886719,60912300,0.0,0.0,0.0
179,2021-09-20,360.2492465148739,362.00412934445706,353.84738727934314,358.5238037109375,76203200,0.414,0.0,0.0
180,2021-09-21,360.36689748914176,361.5727717456649,357.82772512152326,358.9649658203125,41927500,0.0,0.0,0.0
181,2021-09-22,359.88649547953554,363.78840569264105,358.77866497146624,362.3178405761719,46972900,0.0,0.0,0.0
182,2021-09-23,363.48448167791645,366.7001161174305,362.83742945354356,365.6609191894531,44652000,0.0,0.0,0.0
183,2021-09-24,363.3766561853531,366.42564360157127,363.0041082130764,366.0040588378906,36056800,0.0,0.0,0.0
184,2021-09-27,362.9354690089,363.9648525840729,360.5139373451271,363.08251953125,43338100,0.0,0.0,0.0
185,2021-09-28,358.49436944829665,363.0334885438648,352.2983813787084,352.80816650390625,97701600,0.0,0.0,0.0
186,2021-09-29,354.0826933131268,356.23950426885415,351.6023412668692,352.2297668457031,58076600,0.0,0.0,0.0
187,2021-09-30,353.8865818962474,355.5630176916402,350.092528818858,350.9356384277344,61384600,0.0,0.0,0.0
188,2021-10-01,351.5631089618057,354.1611013687242,347.4259178750193,353.1120910644531,56375500,0.0,0.0,0.0
189,2021-10-04,351.48468723314477,351.8180117621694,343.4456152490021,345.7004699707031,76766000,0.0,0.0,0.0
190,2021-10-05,346.76906941089936,352.63173344327606,346.54360189497464,350.3670654296875,47232900,0.0,0.0,0.0
191,2021-10-06,347.13178917838644,352.8866258774195,346.2200459742818,352.61212158203125,56806500,0.0,0.0,0.0
192,2021-10-07,355.6807043653284,358.51400778420543,355.14150907266736,355.8473815917969,39411200,0.0,0.0,0.0
193,2021-10-08,356.93549784675673,357.1708085744859,353.53358986246633,354.07281494140625,41822300,0.0,0.0,0.0
194,2021-10-11,352.52382896113943,356.07281762947457,351.2689480233967,351.3572082519531,34847200,0.0,0.0,0.0
195,2021-10-12,352.81796693337395,353.2591184913267,349.4846921810461,350.1317443847656,43905100,0.0,0.0,0.0
196,2021-10-13,352.45523290671406,353.6120702188152,350.41603263985985,352.93560791015625,40120800,0.0,0.0,0.0
197,2021-10-14,356.5531761766318,359.65116989351,355.8865272539254,359.43548583984375,43433900,0.0,0.0,0.0
198,2021-10-15,360.6609679361143,361.8178052063007,359.62177107730673,361.7001647949219,40419900,0.0,0.0,0.0
199,2021-10-18,360.39629497825905,365.55308643284314,359.7884661595579,365.33740234375,34513500,0.0,0.0,0.0
200,2021-10-19,366.4157712367499,368.151027128456,365.38638772651626,368.1020202636719,29091000,0.0,0.0,0.0
201,2021-10-20,368.5628574545385,369.180499626991,366.1315122140644,367.6217041015625,31390300,0.0,0.0,0.0
202,2021-10-21,366.81777237155717,370.0628170559567,366.5138579692399,369.8667297363281,25469300,0.0,0.0,0.0
